"item","customer","week_end_date","units","sales","inventory_units","inventory_value"
"19150","LF",2012-06-09,2,49.98,6,149.94
"19150","LF",2012-06-16,2,49.98,6,149.94
"19150","LF",2012-06-23,4,99.96,12,299.88
"19150","LF",2012-06-30,1,49.98,2,99.96
"19150","LF",2012-07-07,4,92.46,16,369.84
"19150","LF",2012-07-14,4,99.96,15,374.85
"19150","LF",2012-07-21,3,74.97,10,249.9
"19150","LF",2012-07-28,1,24.99,4,99.96
"19150","LF",2012-08-04,4,99.96,14,349.86
"19150","LF",2012-08-11,1,24.99,4,99.96
"19150","LF",2012-08-18,1,24.99,3,74.97
"19150","LF",2012-09-01,4,92.46,13,300.495
"19150","LF",2012-09-08,5,121.2,28,678.72
"19150","LF",2012-09-22,7,174.93,20,499.8
"19150","LF",2012-09-29,3,65.97,11,241.89
"19150","LF",2012-10-06,3,71.97,8,191.92
"19150","LF",2012-10-13,6,131.94,24,527.76
"19150","LF",2012-10-20,8,172.62,14,302.085
"19150","LF",2012-10-27,7,150.03,21,450.09
"19150","LF",2012-11-03,7,148.82,23,488.98
"19150","LF",2012-11-10,13,285.87,32,703.68
"19150","LF",2012-11-17,14,302.17,39,841.759285714286
"19150","LF",2012-11-24,49,1021.16,214,4459.76
"19150","LF",2012-12-01,72,1573.28,229,5003.90444444444
"19150","LF",2012-12-08,50,1090.7,120,2617.68
"19150","LF",2012-12-15,48,1002.72,145,3029.05
"19150","LF",2012-12-22,51,1077.49,260,5493.0862745098
"19150","LF",2012-12-29,7,153.93,24,527.76
"19150","LF",2013-01-05,3,65.97,12,263.88
"19150","LF",2013-01-12,4,87.96,10,219.9
"19150","LF",2013-01-19,2,43.98,7,153.93
"19150","LF",2013-01-26,2,43.98,5,109.95
"19150","LF",2013-02-02,4,86.3,10,215.75
"19150","LF",2013-02-09,14,303.45,55,1192.125
"19150","LF",2013-02-16,11,214.39,24,467.76
"19150","LF",2013-02-23,2,43.98,5,109.95
"19150","LF",2013-03-02,5,109.95,12,263.88
"19150","LF",2013-03-09,9,197.91,20,439.8
"19150","LF",2013-03-16,4,87.96,16,351.84
"19150","LF",2013-03-23,6,123.14,10,205.233333333333
"19150","LF",2013-03-30,5,109.95,14,307.86
"19150","LF",2013-04-06,5,100.05,15,300.15
"19150","LF",2013-04-13,10,210,42,882
"19150","LF",2013-04-20,7,147.33,15,315.707142857143
"19150","LF",2013-04-27,1,21.99,3,65.97
"19150","LF",2013-05-04,2,42.03,6,126.09
"19150","LF",2013-05-11,8,197.91,22,544.2525
"19150","LF",2013-05-18,1,21.99,1,21.99
"19150","LF",2013-05-25,5,109.95,18,395.82
"19150","LF",2013-06-01,1,21.99,5,109.95
"19150","LF",2013-06-08,5,109.95,13,285.87
"19150","LF",2013-06-15,4,87.96,13,285.87
"19150","LF",2013-06-22,4,87.96,15,329.85
"19150","LF",2013-06-29,2,43.98,7,153.93
"19150","LF",2013-07-06,5,109.95,15,329.85
"19150","LF",2013-07-13,2,43.98,7,153.93
"19150","LF",2013-07-20,5,109.95,17,373.83
"19150","LF",2013-07-27,1,21.99,4,87.96
"19150","LF",2013-08-03,1,21.99,5,109.95
"19150","LF",2013-08-10,4,87.96,14,307.86
"19150","LF",2013-08-17,7,153.93,20,439.8
"19150","LF",2013-08-24,3,65.97,12,263.88
"19150","LF",2013-08-31,1,21.99,4,87.96
"19150","LF",2013-09-07,7,153.93,8,175.92
"19150","LF",2013-09-14,5,109.95,11,241.89
"19150","LF",2013-09-21,5,106.65,17,362.61
"19150","LF",2013-09-28,3,65.97,12,263.88
"19150","LF",2013-10-05,5,109.95,17,373.83
"19150","LF",2013-10-12,9,188.01,28,584.92
"19150","LF",2013-10-19,8,172.62,11,237.3525
"19150","LF",2013-10-26,16,335.34,50,1047.9375
"19150","LF",2013-11-02,12,263.88,27,593.73
"19150","LF",2013-11-09,14,303.46,30,650.271428571429
"19150","LF",2013-11-16,16,346.84,60,1300.65
"19150","LF",2013-11-23,35,769.65,132,2902.68
"19150","LF",2013-11-30,64,1381.76,189,4080.51
"19150","LF",2013-12-07,80,1759.2,214,4705.86
"19150","LF",2013-12-14,41,901.59,137,3012.63
"19150","LF",2013-12-21,1,21.99,2,43.98
"19150","LF",2013-12-28,12,351.84,37,1084.84
"19150","NFPOS",2012-01-07,130,2549.36,361,7079.37661538462
"19150","NFPOS",2012-01-14,92,2525.79,176,4831.94608695652
"19150","NFPOS",2012-01-21,223,4692.78,655,13783.7260089686
"19150","NFPOS",2012-01-28,197,4379.31,504,11203.92
"19150","NFPOS",2012-02-04,170,4239.89,556,13866.9343529412
"19150","NFPOS",2012-02-11,235,5339.07,651,14790.3598723404
"19150","NFPOS",2012-02-18,328,7033.23,1336,28647.5465853659
"19150","NFPOS",2012-02-25,299,6441.51,735,15834.4811036789
"19150","NFPOS",2012-03-03,255,5903.14,901,20857.7613333333
"19150","NFPOS",2012-03-10,312,6762.13,372,8062.53961538461
"19150","NFPOS",2012-03-17,308,6508.41,1078,22779.435
"19150","NFPOS",2012-03-24,281,6058.97,991,21368.1112811388
"19150","NFPOS",2012-03-31,302,6143.64,744,15135.3250331126
"19150","NFPOS",2012-04-07,308,6548.5,419,8908.51136363636
"19150","NFPOS",2012-04-14,187,4222.2,661,14924.4609625668
"19150","NFPOS",2012-04-21,239,5052.46,973,20569.22
"19150","NFPOS",2012-04-28,307,6097.47,899,17855.457752443
"19150","NFPOS",2012-05-05,255,5395.72,1172,24799.1523137255
"19150","NFPOS",2012-05-12,263,5214.29,800,15860.9581749049
"19150","NFPOS",2012-05-19,267,5545.33,1264,26252.0491385768
"19150","NFPOS",2012-05-26,215,4669.45,476,10337.9451162791
"19150","NFPOS",2012-06-02,234,5444.59,697,16217.4326068376
"19150","NFPOS",2012-06-09,273,5792.13,1131,23995.9671428571
"19150","NFPOS",2012-06-16,260,5462.9,423,8887.71807692308
"19150","NFPOS",2012-06-23,225,4953.81,823,18119.9361333333
"19150","NFPOS",2012-06-30,271,5878.61,308,6681.22464944649
"19150","NFPOS",2012-07-07,228,4998.11,934,20474.7137719298
"19150","NFPOS",2012-07-14,234,5071.89,982,21284.5982051282
"19150","NFPOS",2012-07-21,295,6246.72,1001,21196.4973559322
"19150","NFPOS",2012-07-28,286,6187.98,850,18390.8496503496
"19150","NFPOS",2012-08-04,263,5849.69,883,19639.8337262357
"19150","NFPOS",2012-08-11,326,6898.24,1075,22747.263803681
"19150","NFPOS",2012-08-18,372,7795.6,996,20872.0903225806
"19150","NFPOS",2012-08-25,260,5693.8,1143,25030.8207692308
"19150","NFPOS",2012-09-01,259,5708.55,236,5201.61312741313
"19150","NFPOS",2012-09-08,294,6505.41,839,18564.7584693878
"19150","NFPOS",2012-09-15,440,8971.05,1709,34844.37375
"19150","NFPOS",2012-09-22,563,11079.99,1047,20605.2389520426
"19150","NFPOS",2012-09-29,626,11917.07,1655,31505.9917731629
"19150","NFPOS",2012-10-06,677,13559.73,863,17285.1506499261
"19150","NFPOS",2012-10-13,474,9980.81,1411,29710.8078270042
"19150","NFPOS",2012-10-20,921,17195.7,3109,58047.1566775244
"19150","NFPOS",2012-10-27,1358,22915.79,3044,51366.4688954345
"19150","NFPOS",2012-11-03,979,17955.41,2703,49574.5385393258
"19150","NFPOS",2012-11-10,1930,33860.08,9035,158510.789015544
"19150","NFPOS",2012-11-17,2319,41787.99,9587,172756.127697283
"19150","NFPOS",2012-11-24,4577,80663.41,9175,161696.916484597
"19150","NFPOS",2012-12-01,4561,74986.48,11607,190828.343205437
"19150","NFPOS",2012-12-08,4774,79282.35,18302,303943.353519062
"19150","NFPOS",2012-12-15,5303,89174.89,20841,350460.849045823
"19150","NFPOS",2012-12-22,2324,47418.7,8777,179085.167771084
"19150","NFPOS",2012-12-29,1232,22847.05,4769,88439.5953327922
"19150","NFPOS",2013-01-05,79,2061.66,245,6393.75569620253
"19150","NFPOS",2013-01-12,142,3552.19,354,8855.45957746479
"19150","NFPOS",2013-01-19,224,4943.61,743,16397.7778125
"19150","NFPOS",2013-01-26,211,4859.76,635,14625.3440758294
"19150","NFPOS",2013-02-02,184,4265.97,583,13516.6332065217
"19150","NFPOS",2013-02-09,187,4309.22,701,16153.8140106952
"19150","NFPOS",2013-02-16,291,5960.3,647,13251.9384879725
"19150","NFPOS",2013-02-23,271,5627.94,582,12086.5722509225
"19150","NFPOS",2013-03-02,223,4967.47,794,17686.8662780269
"19150","NFPOS",2013-03-09,296,6418.9,841,18237.4827702703
"19150","NFPOS",2013-03-16,265,5527.43,860,17938.0747169811
"19150","NFPOS",2013-03-23,296,6166.48,687,14312.0667567568
"19150","NFPOS",2013-03-30,350,7000.53,1819,36382.7544857143
"19150","NFPOS",2013-04-06,254,5528.94,354,7705.68803149606
"19150","NFPOS",2013-04-13,201,4072.9,515,10435.539800995
"19150","NFPOS",2013-04-20,217,4396.47,327,6625.09534562212
"19150","NFPOS",2013-04-27,188,4032.95,382,8194.61117021277
"19150","NFPOS",2013-05-04,225,4580.57,301,6127.78475555555
"19150","NFPOS",2013-05-11,170,3635.71,334,7143.10082352941
"19150","NFPOS",2013-05-18,207,4393.48,718,15239.2204830918
"19150","NFPOS",2013-05-25,231,4768.59,657,13562.6131168831
"19150","NFPOS",2013-06-01,200,4224.24,950,20065.14
"19150","NFPOS",2013-06-08,177,3774.62,623,13285.8093785311
"19150","NFPOS",2013-06-15,216,4417.51,878,17956.3600925926
"19150","NFPOS",2013-06-22,184,3928.56,856,18276.3443478261
"19150","NFPOS",2013-06-29,209,4545.04,475,10329.6363636364
"19150","NFPOS",2013-07-06,209,4632.55,675,14961.5849282297
"19150","NFPOS",2013-07-13,208,4458.84,479,10268.1940384615
"19150","NFPOS",2013-07-20,266,5628.63,690,14600.5815789474
"19150","NFPOS",2013-07-27,538,10044.57,1275,23804.5106877323
"19150","NFPOS",2013-08-03,3212,54657.43,12746,216894.023281445
"19150","NFPOS",2013-08-10,4746,80474.07,13937,236318.397300885
"19150","NFPOS",2013-08-17,4505,76188.72,16422,277729.447245283
"19150","NFPOS",2013-08-24,4058,68930.05,16507,280391.408415476
"19150","NFPOS",2013-08-31,3876,66169.02,14319,244446.387352941
"19150","NFPOS",2013-09-07,3087,53339.11,5094,88017.3068804665
"19150","NFPOS",2013-09-14,3135,54177.78,7442,128609.581741627
"19150","NFPOS",2013-09-21,2787,48581.29,10811,188450.780836024
"19150","NFPOS",2013-09-28,2352,40879.3,9084,157885.867857143
"19150","NFPOS",2013-10-05,2253,39677.61,2536,44661.526391478
"19150","NFPOS",2013-10-12,1973,34905.11,8481,150040.667972631
"19150","NFPOS",2013-10-19,1831,32727.78,4181,74732.3037575096
"19150","NFPOS",2013-10-26,1727,30313.71,5193,91151.7637695426
"19150","NFPOS",2013-11-02,1591,28503.67,7258,130031.198529227
"19150","NFPOS",2013-11-09,2052,36131.2,3790,66733.5516569201
"19150","NFPOS",2013-11-16,2891,49982.96,6558,113382.307741266
"19150","NFPOS",2013-11-23,2208,39704.36,4057,72953.1650905797
"19150","NFPOS",2013-11-30,3940,71506.33,8713,158130.622662437
"19150","NFPOS",2013-12-07,3799,68496.96,10561,190417.582142669
"19150","NFPOS",2013-12-14,4754,87066.31,9155,167667.662610433
"19150","NFPOS",2013-12-21,4742,91213.85,21991,423003.748492197
"19150","NFPOS",2013-12-28,2022,40285.9,6690,133290.143916914
"19150","NFSHIP",2012-11-10,7,153.93,23,505.77
"19150","NFSHIP",2012-11-17,8,175.92,27,593.73
"19150","NFSHIP",2012-11-24,16,351.84,44,967.56
"19150","NFSHIP",2012-12-01,9,197.91,16,351.84
"19150","NFSHIP",2012-12-08,23,505.77,109,2396.91
"19150","NFSHIP",2012-12-15,27,593.73,109,2396.91
"19150","NFSHIP",2012-12-22,46,1011.54,123,2704.77
"19150","NFSHIP",2012-12-29,32,479.68,93,1394.07
"19150","NFSHIP",2013-01-05,3,44.97,9,134.91
"19150","NFSHIP",2013-01-12,4,59.96,19,284.81
"19150","NFSHIP",2013-01-26,5,74.95,9,134.91
"19150","NFSHIP",2013-02-09,1,14.99,3,44.97
"19150","NFSHIP",2013-02-16,1,14.99,4,59.96
"19150","NFSHIP",2013-02-23,1,14.99,2,29.98
"19150","NFSHIP",2013-03-02,25,374.75,40,599.6
"19150","NFSHIP",2013-03-09,39,584.61,150,2248.5
"19150","NFSHIP",2013-03-16,40,599.6,87,1304.13
"19150","NFSHIP",2013-03-23,36,539.64,85,1274.15
"19150","NFSHIP",2013-03-30,15,224.85,49,734.51
"19150","NFSHIP",2013-04-06,26,389.74,93,1394.07
"19150","NFSHIP",2013-04-13,20,299.8,37,554.63
"19150","NFSHIP",2013-04-20,19,284.81,35,524.65
"19150","NFSHIP",2013-04-27,15,224.85,49,734.51
"19150","NFSHIP",2013-05-04,6,89.94,12,179.88
"19150","NFSHIP",2013-05-11,8,119.92,25,374.75
"19150","NFSHIP",2013-05-18,10,149.9,28,419.72
"19150","NFSHIP",2013-05-25,6,89.94,10,149.9
"19150","NFSHIP",2013-06-01,7,104.93,20,299.8
"19150","NFSHIP",2013-06-08,8,119.92,20,299.8
"19150","NFSHIP",2013-06-15,6,89.94,16,239.84
"19150","NFSHIP",2013-06-22,8,119.92,12,179.88
"19150","NFSHIP",2013-06-29,3,44.97,10,149.9
"19150","NFSHIP",2013-07-06,5,74.95,23,344.77
"19150","NFSHIP",2013-07-13,2,29.98,6,89.94
"19150","NFSHIP",2013-07-20,5,74.95,18,269.82
"19150","NFSHIP",2013-07-27,4,59.96,14,209.86
"19150","NFSHIP",2013-08-03,3,44.97,13,194.87
"19150","NFSHIP",2013-08-10,4,59.96,10,149.9
"19150","NFSHIP",2013-08-24,2,29.98,4,59.96
"19150","NFSHIP",2013-08-31,5,74.95,22,329.78
"19150","NFSHIP",2013-09-07,2,29.98,5,74.95
"19150","NFSHIP",2013-09-14,1,14.99,0,0
"19150","NFSHIP",2013-09-21,2,29.98,8,119.92
"19150","NFSHIP",2013-10-05,1,14.99,3,44.97
"19150","NFSHIP",2013-10-12,2,29.98,9,134.91
"19150","NFSHIP",2013-10-19,1,14.99,2,29.98
"19150","NFSHIP",2013-10-26,1,14.99,3,44.97
"19150","NFSHIP",2013-11-02,1,14.99,3,44.97
"19150","NFSHIP",2013-11-23,1,14.99,4,59.96
"19150","NFSHIP",2013-12-07,3,44.97,12,179.88
"19150","NFSHIP",2013-12-14,2,29.98,8,119.92
"19150","NFSHIP",2013-12-21,4,59.96,5,74.95
"19150","NFSHIP",2013-12-28,4,59.96,21,314.79
"19150","TGT",2012-01-07,956,19090.12,2862,57150.5475313807
"19150","TGT",2012-01-14,763,17224.75,2910,65693.3453473132
"19150","TGT",2012-01-21,606,15748.94,1081,28093.4061716172
"19150","TGT",2012-01-28,698,17825.27,2152,54956.9928939828
"19150","TGT",2012-02-04,864,21833.28,2282,57666.14
"19150","TGT",2012-02-11,978,24528.24,2320,58185.6
"19150","TGT",2012-02-18,941,23627.67,3452,86676.638512221
"19150","TGT",2012-02-25,898,22458.96,3490,87284.8222717149
"19150","TGT",2012-03-03,841,21023.33,2932,73294.1778359096
"19150","TGT",2012-03-10,917,22890.83,3614,90215.3321919302
"19150","TGT",2012-03-17,858,21383.57,3923,97771.2646969697
"19150","TGT",2012-03-24,901,22393.23,2677,66533.492463929
"19150","TGT",2012-03-31,2328,46048.89,5509,108970.504729381
"19150","TGT",2012-04-07,2627,51988.93,7797,154304.410814617
"19150","TGT",2012-04-14,1635,32390.61,2714,53766.4315229358
"19150","TGT",2012-04-21,1744,34584.8,4756,94314.9706422018
"19150","TGT",2012-04-28,1909,37875.46,3855,76485.0174436878
"19150","TGT",2012-05-05,1781,35319.31,4345,86166.4244525547
"19150","TGT",2012-05-12,1638,32466.52,5389,106814.454383394
"19150","TGT",2012-05-19,1628,32300.42,3660,72616.4233415233
"19150","TGT",2012-05-26,1615,32027.05,5828,115575.013869969
"19150","TGT",2012-06-02,1699,33693.73,5120,101537.31465568
"19150","TGT",2012-06-09,1828,36285.04,5416,107505.348271335
"19150","TGT",2012-06-16,944,22268.96,4520,106626.8
"19150","TGT",2012-06-23,1085,23989.13,4072,90031.0943410138
"19150","TGT",2012-06-30,955,22662.65,3089,73303.5872774869
"19150","TGT",2012-07-07,888,22251.9,2837,71090.8111486487
"19150","TGT",2012-07-14,927,23293.23,613,15403.1822977346
"19150","TGT",2012-07-21,1019,25429.81,2277,56824.0209715407
"19150","TGT",2012-07-28,1080,26419.41,3525,86230.01875
"19150","TGT",2012-08-04,886,21754.93,2839,69709.0815688488
"19150","TGT",2012-08-11,854,21122.66,3080,76180.0852459016
"19150","TGT",2012-08-18,845,20503.07,2004,48625.0322840237
"19150","TGT",2012-08-25,981,21686.94,4326,95634.7629357798
"19150","TGT",2012-09-01,795,16971.61,1118,23866.9936855346
"19150","TGT",2012-09-08,817,17634.31,2738,59097.6019339045
"19150","TGT",2012-09-15,853,18246.95,3644,77950.6281359906
"19150","TGT",2012-09-22,927,19880.67,2553,54752.2659223301
"19150","TGT",2012-09-29,882,18888.03,3788,81120.02
"19150","TGT",2012-10-06,921,19763.79,4339,93110.8412703583
"19150","TGT",2012-10-13,937,20060.69,2471,52902.8441728922
"19150","TGT",2012-10-20,1722,32732.55,6192,117700.319163763
"19150","TGT",2012-10-27,1089,23202.2,2765,58911.0036730946
"19150","TGT",2012-11-03,1671,33396.39,3116,62275.9732136445
"19150","TGT",2012-11-10,1637,33722.99,5302,109223.758692731
"19150","TGT",2012-11-17,2145,43585.55,9323,189439.665571096
"19150","TGT",2012-11-24,3726,76770.06,12024,247741.063188406
"19150","TGT",2012-12-01,3146,66371.83,7704,162532.923814367
"19150","TGT",2012-12-08,4285,91430.35,15309,326652.795367561
"19150","TGT",2012-12-15,5492,116180.34,13866,293327.857691187
"19150","TGT",2012-12-22,6811,144819.14,18801,399756.959497871
"19150","TGT",2012-12-29,1467,31725.13,4940,106831.726107703
"19150","TGT",2013-01-05,319,7155.17,793,17786.99
"19150","TGT",2013-01-12,492,10858.44,1733,38247.31
"19150","TGT",2013-01-19,576,12372.48,2234,47986.32
"19150","TGT",2013-01-26,563,12267.77,2197,47872.63
"19150","TGT",2013-02-02,681,14675.55,3140,67667
"19150","TGT",2013-02-09,821,17569.4,4195,89773
"19150","TGT",2013-02-16,939,20271.41,2155,46522.7780085197
"19150","TGT",2013-02-23,733,16144.11,1841,40547.4850068213
"19150","TGT",2013-03-02,775,17433.42,3846,86514.7526709677
"19150","TGT",2013-03-09,769,17236.68,3737,83762.6439011704
"19150","TGT",2013-03-16,822,18411.36,2018,45199.6648175183
"19150","TGT",2013-03-23,1417,28868.31,482,9819.7074241355
"19150","TGT",2013-03-30,891,19924.07,3491,78063.892671156
"19150","TGT",2013-04-06,579,13004.34,3205,71984.3
"19150","TGT",2013-04-13,625,13962.5,2682,59915.88
"19150","TGT",2013-04-20,688,15362.36,3129,69867.4773837209
"19150","TGT",2013-04-27,659,14745.69,2659,59497.4047192716
"19150","TGT",2013-05-04,672,14988.8,1876,41843.7333333333
"19150","TGT",2013-05-11,672,15015.96,1328,29674.3971428571
"19150","TGT",2013-05-18,643,14314.41,1863,41473.943748056
"19150","TGT",2013-05-25,689,15422.33,1752,39216.142467344
"19150","TGT",2013-06-01,739,16555.47,1707,38241.1194722598
"19150","TGT",2013-06-08,814,18209.42,3367,75320.7827272727
"19150","TGT",2013-06-15,1065,23336.85,2067,45293.2102816901
"19150","TGT",2013-06-22,1278,28516.63,2807,62633.9439827856
"19150","TGT",2013-06-29,1349,30096.72,4831,107781.508020756
"19150","TGT",2013-07-06,1830,36635.4,4941,98915.58
"19150","TGT",2013-07-13,1908,38136.72,11096,221784.614842767
"19150","TGT",2013-07-20,1821,36490.34,7008,140430.698912685
"19150","TGT",2013-07-27,1696,33933.66,6221,124470.105459906
"19150","TGT",2013-08-03,1620,32412.24,4554,91114.408
"19150","TGT",2013-08-10,941,21111.64,2571,57681.2183209352
"19150","TGT",2013-08-17,848,18953.57,2383,53262.2138089623
"19150","TGT",2013-08-24,752,16904.96,3251,73082.48
"19150","TGT",2013-08-31,699,15657.6,2599,58217.6
"19150","TGT",2013-09-07,797,17685.43,2314,51347.66
"19150","TGT",2013-09-14,867,19316.76,2968,66127.04
"19150","TGT",2013-09-21,872,19299.16,2693,59601.6489449541
"19150","TGT",2013-09-28,817,18195.35,2598,57859.876744186
"19150","TGT",2013-10-05,834,18521.1,2051,45547.6931654676
"19150","TGT",2013-10-12,810,17991.58,2413,53597.1389382716
"19150","TGT",2013-10-19,887,19748.29,2517,56038.8341939121
"19150","TGT",2013-10-26,907,20099.17,3270,72463.3802646086
"19150","TGT",2013-11-02,987,21332.5,2345,50683.5992907801
"19150","TGT",2013-11-09,1410,30033.81,4783,101880.647680851
"19150","TGT",2013-11-16,1686,33856.04,8902,178758.284744958
"19150","TGT",2013-11-23,2709,55021.53,8373,170061.008006644
"19150","TGT",2013-11-30,3397,73094.48,11630,250246.924462761
"19150","TGT",2013-12-07,3890,82162.29,9965,210474.863714653
"19150","TGT",2013-12-14,5697,121863.55,31136,666024.836370019
"19150","TGT",2013-12-21,6304,139899.03,20025,444396.902879124
"19150","TGT",2013-12-28,3198,71808.28,11946,268236.933358349
"19150","TRU",2012-01-07,303,9417.24,878,27288.24
"19150","TRU",2012-01-14,371,9972.48,1249,33573.12
"19150","TRU",2012-01-21,433,11227.69,1090,28263.7
"19150","TRU",2012-01-28,561,14120.37,2423,60986.91
"19150","TRU",2012-02-04,611,15647.71,2725,69787.25
"19150","TRU",2012-02-11,677,17270.27,1833,46759.83
"19150","TRU",2012-02-18,687,17484.15,3040,77368
"19150","TRU",2012-02-25,704,17818.24,2509,63502.79
"19150","TRU",2012-03-03,676,16940.56,3169,79415.14
"19150","TRU",2012-03-10,781,19564.05,2758,69087.9
"19150","TRU",2012-03-17,718,18072.06,2300,57891
"19150","TRU",2012-03-24,668,16846.96,2849,71851.78
"19150","TRU",2012-03-31,708,17841.6,2959,74566.8
"19150","TRU",2012-04-07,2660,39474.4,6404,95035.36
"19150","TRU",2012-04-14,557,14080.96,1067,26973.76
"19150","TRU",2012-04-21,621,15649.2,159,4006.8
"19150","TRU",2012-04-28,609,15310.26,1519,38187.66
"19150","TRU",2012-05-05,545,13968.35,2196,56283.48
"19150","TRU",2012-05-12,554,14254.42,1726,44409.98
"19150","TRU",2012-05-19,552,13800,2048,51200
"19150","TRU",2012-05-26,556,14228.04,1177,30119.43
"19150","TRU",2012-06-02,589,15137.3,1062,27293.4
"19150","TRU",2012-06-09,593,15145.22,343,8760.22
"19150","TRU",2012-06-16,566,14025.48,1947,48246.66
"19150","TRU",2012-06-23,606,15331.8,1336,33800.8
"19150","TRU",2012-06-30,652,16502.12,2480,62768.8
"19150","TRU",2012-07-07,691,17440.84,2419,61055.56
"19150","TRU",2012-07-14,735,18014.85,2398,58774.98
"19150","TRU",2012-07-21,1011,22231.89,5000,109950
"19150","TRU",2012-07-28,1293,25821.21,4873,97313.81
"19150","TRU",2012-08-04,1289,25818.67,3138,62854.14
"19150","TRU",2012-08-11,1024,22097.92,2911,62819.38
"19150","TRU",2012-08-18,696,17692.32,732,18607.44
"19150","TRU",2012-08-25,934,17409.76,1925,35882
"19150","TRU",2012-09-01,568,14432.88,2337,59383.17
"19150","TRU",2012-09-08,626,15887.88,2602,66038.76
"19150","TRU",2012-09-15,633,16071.87,2631,66801.09
"19150","TRU",2012-09-22,969,21424.59,1437,31772.07
"19150","TRU",2012-09-29,747,18637.65,2887,72030.65
"19150","TRU",2012-10-06,691,17489.21,2046,51784.26
"19150","TRU",2012-10-13,649,16341.82,1639,41270.02
"19150","TRU",2012-10-20,700,17556,3568,89485.44
"19150","TRU",2012-10-27,1096,24353.12,2725,60549.5
"19150","TRU",2012-11-03,1968,38553.12,8914,174625.26
"19150","TRU",2012-11-10,2340,45910.8,2971,58291.02
"19150","TRU",2012-11-17,2793,54798.66,5582,109518.84
"19150","TRU",2012-11-24,3716,81306.08,17337,379333.56
"19150","TRU",2012-12-01,6140,131089,31591,674467.85
"19150","TRU",2012-12-08,5480,128177.2,22360,523000.4
"19150","TRU",2012-12-15,15698,238452.62,31442,477603.98
"19150","TRU",2012-12-22,8943,211323.09,5833,137833.79
"19150","TRU",2012-12-29,2368,62349.44,6476,170513.08
"19150","TRU",2013-01-05,217,8334.9784,712,27347.9475612903
"19150","TRU",2013-01-12,300,8802,1190,34914.6
"19150","TRU",2013-01-19,524,11533.24,1402,30858.02
"19150","TRU",2013-01-26,703,12611.82,3261,58502.34
"19150","TRU",2013-02-02,645,11913.15,1559,28794.73
"19150","TRU",2013-02-09,519,9658.59,1631,30352.91
"19150","TRU",2013-02-16,345,8093.7,687,16117.02
"19150","TRU",2013-02-23,333,8524.8,1133,29004.8
"19150","TRU",2013-03-02,579,10757.82,755,14027.9
"19150","TRU",2013-03-09,447,10964.91,1114,27326.42
"19150","TRU",2013-03-16,482,12358.48,1627,41716.28
"19150","TRU",2013-03-23,397,10218.78,1277,32869.98
"19150","TRU",2013-03-30,912,16051.2,197,3467.2
"19150","TRU",2013-04-06,449,11346.23,1003,25345.81
"19150","TRU",2013-04-13,399,10182.48,1722,43945.44
"19150","TRU",2013-04-20,623,11762.24,1939,36608.32
"19150","TRU",2013-04-27,437,10833.23,1815,44993.85
"19150","TRU",2013-05-04,446,11060.8,946,23460.8
"19150","TRU",2013-05-11,392,10062.64,785,20150.95
"19150","TRU",2013-05-18,440,10766.8,1409,34478.23
"19150","TRU",2013-05-25,438,10682.82,1151,28072.89
"19150","TRU",2013-06-01,464,11057.12,1811,43156.13
"19150","TRU",2013-06-08,497,11585.07,1691,39417.21
"19150","TRU",2013-06-15,462,10773.84,1277,29779.64
"19150","TRU",2013-06-22,499,11901.15,1232,29383.2
"19150","TRU",2013-06-29,819,17600.31,2040,43839.6
"19150","TRU",2013-07-06,1056,21067.2,3214,64119.3
"19150","TRU",2013-07-13,979,19531.05,1720,34314
"19150","TRU",2013-07-20,1058,21202.32,2815,56412.6
"19150","TRU",2013-07-27,952,16155.44,1057,17937.29
"19150","TRU",2013-08-03,681,16507.44,3026,73350.24
"19150","TRU",2013-08-10,748,17712.64,3137,74284.16
"19150","TRU",2013-08-17,710,16791.5,1826,43184.9
"19150","TRU",2013-08-24,710,16926.4,3488,83153.92
"19150","TRU",2013-08-31,674,16027.72,3152,74954.56
"19150","TRU",2013-09-07,721,17231.9,2330,55687
"19150","TRU",2013-09-14,651,15545.88,2050,48954
"19150","TRU",2013-09-21,689,15660.97,832,18911.36
"19150","TRU",2013-09-28,972,20509.2,2619,55260.9
"19150","TRU",2013-10-05,756,17312.4,1871,42845.9
"19150","TRU",2013-10-12,662,15735.74,2791,66342.07
"19150","TRU",2013-10-19,794,18738.4,2757,65065.2
"19150","TRU",2013-10-26,806,19295.64,2211,52931.34
"19150","TRU",2013-11-02,1147,25566.63,2318,51668.22
"19150","TRU",2013-11-09,3184,55401.6,12783,222424.2
"19150","TRU",2013-11-16,3664,64632.96,7054,124432.56
"19150","TRU",2013-11-23,3974,70498.76,8278,146851.72
"19150","TRU",2013-11-30,3156,74734.08,12128,287191.04
"19150","TRU",2013-12-07,6025,124657.25,10120,209382.8
"19150","TRU",2013-12-14,7474,168389.22,18051,406689.03
"19150","TRU",2013-12-21,15054,234390.78,54627,850542.39
"19150","TRU",2013-12-28,2553,66326.94,7839,203657.22
"19150","WMT",2012-01-07,207,4166.91,646,13003.98
"19150","WMT",2012-01-14,340,6800,873,17460
"19150","WMT",2012-01-21,418,8339.1,728,14523.6
"19150","WMT",2012-01-28,626,12520,775,15500
"19150","WMT",2012-02-04,851,17011.49,2507,50114.93
"19150","WMT",2012-02-11,926,18492.22,2311,46150.67
