"item","customer","week_end_date","units","sales","inventory_units","inventory_value"
"19150","WMT",2012-02-18,844,16854.68,2697,53859.09
"19150","WMT",2012-02-25,1139,22734.44,5411,108003.56
"19150","WMT",2012-03-03,1310,26147.6,1772,35369.12
"19150","WMT",2012-03-10,1099,21969.01,3986,79680.14
"19150","WMT",2012-03-17,1018,20339.64,3354,67012.92
"19150","WMT",2012-03-24,886,17666.84,2130,42472.2
"19150","WMT",2012-03-31,959,19141.64,4463,89081.48
"19150","WMT",2012-04-07,952,19820.64,1664,34644.48
"19150","WMT",2012-04-14,778,16991.52,1434,31318.56
"19150","WMT",2012-04-21,627,13737.57,2415,52912.65
"19150","WMT",2012-04-28,675,14735.25,2076,45319.08
"19150","WMT",2012-05-05,909,19879.83,3207,70137.09
"19150","WMT",2012-05-12,866,18974.06,3709,81264.19
"19150","WMT",2012-05-19,861,18847.29,1719,37628.91
"19150","WMT",2012-05-26,864,18904.32,3193,69862.84
"19150","WMT",2012-06-02,803,17593.73,2360,51707.6
"19150","WMT",2012-06-09,966,21136.08,3050,66734
"19150","WMT",2012-06-16,898,19639.26,1480,32367.6
"19150","WMT",2012-06-23,786,17213.4,2674,58560.6
"19150","WMT",2012-06-30,976,21345.12,4601,100623.87
"19150","WMT",2012-07-07,1017,22262.13,2459,53827.51
"19150","WMT",2012-07-14,952,20810.72,4102,89669.72
"19150","WMT",2012-07-21,1105,23006.1,3762,78324.84
"19150","WMT",2012-07-28,1141,22842.82,2611,52272.22
"19150","WMT",2012-08-04,1160,22701.2,2206,43171.42
"19150","WMT",2012-08-11,1207,22727.81,4304,81044.32
"19150","WMT",2012-08-18,1484,27780.48,6440,120556.8
"19150","WMT",2012-08-25,1982,37757.1,4093,77971.65
"19150","WMT",2012-09-01,1831,34972.1,6828,130414.8
"19150","WMT",2012-09-08,1641,31228.23,4842,92143.26
"19150","WMT",2012-09-15,1386,26722.08,5727,110416.56
"19150","WMT",2012-09-22,1719,33554.88,4935,96331.2
"19150","WMT",2012-09-29,2085,41199.6,8203,162091.28
"19150","WMT",2012-10-06,2581,51207.04,11736,232842.24
"19150","WMT",2012-10-13,2172,43157.64,3730,74115.1
"19150","WMT",2012-10-20,2255,46701.05,5894,122064.74
"19150","WMT",2012-10-27,1990,43282.5,5336,116058
"19150","WMT",2012-11-03,2006,43670.62,8774,191009.98
"19150","WMT",2012-11-10,2498,50509.56,7195,145482.9
"19150","WMT",2012-11-17,2526,48549.72,7100,136462
"19150","WMT",2012-11-24,4888,99715.2,13672,278908.8
"19150","WMT",2012-12-01,4149,89867.34,15651,339000.66
"19150","WMT",2012-12-08,5884,127977,16436,357483
"19150","WMT",2012-12-15,7075,152961.5,25661,554790.82
"19150","WMT",2012-12-22,10998,239976.36,37204,811791.28
"19150","WMT",2012-12-29,5083,111216.04,7186,157229.68
"19150","WMT",2013-01-05,143,3263.26,346,7895.72
"19150","WMT",2013-01-12,389,8452.97,1328,28857.44
"19150","WMT",2013-01-19,535,11572.05,1217,26323.71
"19150","WMT",2013-01-26,692,15120.2,1737,37953.45
"19150","WMT",2013-02-02,785,17058.05,1595,34659.35
"19150","WMT",2013-02-09,924,20087.76,3136,68176.64
"19150","WMT",2013-02-16,1121,24482.64,5717,124859.28
"19150","WMT",2013-02-23,1206,26326.98,4700,102601
"19150","WMT",2013-03-02,1274,27811.42,5558,121331.14
"19150","WMT",2013-03-09,1193,26055.12,4701,102669.84
"19150","WMT",2013-03-16,1092,23882.04,627,13712.49
"19150","WMT",2013-03-23,1011,22049.91,3234,70533.54
"19150","WMT",2013-03-30,1171,25586.35,3651,79774.35
"19150","WMT",2013-04-06,1115,24351.6,5011,109440.24
"19150","WMT",2013-04-13,931,20388.9,3173,69488.7
"19150","WMT",2013-04-20,976,21345.12,2404,52575.48
"19150","WMT",2013-04-27,888,19411.68,2883,63022.38
"19150","WMT",2013-05-04,870,18913.8,2912,63306.88
"19150","WMT",2013-05-11,830,18160.4,3874,84763.12
"19150","WMT",2013-05-18,794,17348.9,1822,39810.7
"19150","WMT",2013-05-25,910,19828.9,3572,77833.88
"19150","WMT",2013-06-01,885,19293,2210,48178
"19150","WMT",2013-06-08,892,19525.88,4840,105947.6
"19150","WMT",2013-06-15,913,19967.31,2829,61870.23
"19150","WMT",2013-06-22,968,21083.04,3170,69042.6
"19150","WMT",2013-06-29,990,21661.2,3050,66734
"19150","WMT",2013-07-06,1191,26023.35,4445,97123.25
"19150","WMT",2013-07-13,1058,23127.88,3082,67372.52
"19150","WMT",2013-07-20,1103,24111.58,4112,89888.32
"19150","WMT",2013-07-27,1067,23303.28,2921,63794.64
"19150","WMT",2013-08-03,1037,22575.49,2897,63067.69
"19150","WMT",2013-08-10,1024,21903.36,2022,43250.58
"19150","WMT",2013-08-17,936,19955.52,2810,59909.2
"19150","WMT",2013-08-24,802,17218.94,2352,50497.44
"19150","WMT",2013-08-31,974,21067.62,3073,66468.99
"19150","WMT",2013-09-07,1156,25085.2,4041,87689.7
"19150","WMT",2013-09-14,1338,29168.4,5319,115954.2
"19150","WMT",2013-09-21,1674,36392.76,3589,78024.86
"19150","WMT",2013-09-28,1679,36652.57,6641,144973.03
"19150","WMT",2013-10-05,1678,36613.96,7798,170152.36
"19150","WMT",2013-10-12,1668,36412.44,7687,167807.21
"19150","WMT",2013-10-19,1729,37692.2,6162,134331.6
"19150","WMT",2013-10-26,1700,37196,2130,46604.4
"19150","WMT",2013-11-02,1655,36227.95,5326,116586.14
"19150","WMT",2013-11-09,2107,45953.67,4488,97883.28
"19150","WMT",2013-11-16,2273,49665.05,7784,170080.4
"19150","WMT",2013-11-23,2674,58319.94,7983,174109.23
"19150","WMT",2013-11-30,4232,92426.88,8135,177668.4
"19150","WMT",2013-12-07,4416,95827.2,12328,267517.6
"19150","WMT",2013-12-14,5902,127719.28,14100,305124
"19150","WMT",2013-12-21,11157,242441.61,21225,461219.25
"19150","WMT",2013-12-28,7415,162166.05,11256,246168.72
"19207","AMZ",2012-07-07,1,14.99,4,59.96
"19207","AMZ",2012-07-14,7,104.93,22,329.78
"19207","AMZ",2012-07-21,13,194.87,16,239.84
"19207","AMZ",2012-07-28,12,179.88,43,644.57
"19207","AMZ",2012-08-04,20,284.6,42,597.66
"19207","AMZ",2012-08-11,24,334.08,97,1350.24
"19207","AMZ",2012-08-18,20,279.2,32,446.72
"19207","AMZ",2012-08-25,31,427.49,132,1820.28
"19207","AMZ",2012-09-01,41,488.72,124,1478.08
"19207","AMZ",2012-09-08,46,517.04,190,2135.6
"19207","AMZ",2012-09-15,47,603.48,222,2850.48
"19207","AMZ",2012-09-22,42,571.2,100,1360
"19207","AMZ",2012-09-29,37,491.73,151,2006.79
"19207","AMZ",2012-10-06,58,792.28,198,2704.68
"19207","AMZ",2012-10-13,52,710.32,194,2650.04
"19207","AMZ",2012-10-20,75,1024.5,206,2813.96
"19207","AMZ",2012-10-27,82,1120.12,90,1229.4
"19207","AMZ",2012-11-03,66,902.88,197,2694.96
"19207","AMZ",2012-11-10,58,821.28,140,1982.4
"19207","AMZ",2012-11-17,81,1168.02,310,4470.2
"19207","AMZ",2012-11-24,102,1470.84,406,5854.52
"19207","AMZ",2012-12-01,200,2922,364,5318.04
"19207","AMZ",2012-12-08,326,4202.14,1092,14075.88
"19207","AMZ",2012-12-15,650,6779.5,2396,24990.28
"19207","AMZ",2012-12-22,3325,30257.5,11711,106570.1
"19207","AMZ",2012-12-29,210,2043.3,989,9622.97
"19207","AMZ",2013-01-05,91,1144.78,310,3899.8
"19207","AMZ",2013-01-12,84,1078.56,211,2709.24
"19207","AMZ",2013-01-19,82,1059.44,297,3837.24
"19207","AMZ",2013-01-26,67,846.88,89,1124.96
"19207","AMZ",2013-02-02,72,872.64,251,3042.12
"19207","AMZ",2013-02-09,56,745.92,168,2237.76
"19207","AMZ",2013-02-16,70,1047.2,302,4517.92
"19207","AMZ",2013-02-23,53,763.2,163,2347.2
"19207","AMZ",2013-03-02,47,675.39,118,1695.66
"19207","AMZ",2013-03-09,74,1047.1,120,1698
"19207","AMZ",2013-03-16,68,1001.64,247,3638.31
"19207","AMZ",2013-03-23,66,974.16,232,3424.32
"19207","AMZ",2013-03-30,50,749.5,35,524.65
"19207","AMZ",2013-04-06,40,584.8,120,1754.4
"19207","AMZ",2013-04-13,39,580.71,93,1384.77
"19207","AMZ",2013-04-20,35,500.15,74,1057.46
"19207","AMZ",2013-04-27,38,538.46,173,2451.41
"19207","AMZ",2013-05-04,37,525.03,105,1489.95
"19207","AMZ",2013-05-11,37,525.03,92,1305.48
"19207","AMZ",2013-05-18,32,449.92,104,1462.24
"19207","AMZ",2013-05-25,35,492.1,36,506.16
"19207","AMZ",2013-06-01,32,449.92,118,1659.08
"19207","AMZ",2013-06-08,48,633.6,190,2508
"19207","AMZ",2013-06-15,51,669.63,123,1614.99
"19207","AMZ",2013-06-22,56,744.24,203,2697.87
"19207","AMZ",2013-06-29,52,696.8,213,2854.2
"19207","AMZ",2013-07-06,51,713.49,146,2042.54
"19207","AMZ",2013-07-13,52,717.08,162,2233.98
"19207","AMZ",2013-07-20,50,703,149,2094.94
"19207","AMZ",2013-07-27,41,581.38,139,1971.02
"19207","AMZ",2013-08-03,54,800.82,68,1008.44
"19207","AMZ",2013-08-10,53,777.51,113,1657.71
"19207","AMZ",2013-08-17,60,835.2,204,2839.68
"19207","AMZ",2013-08-24,53,793.41,95,1422.15
"19207","AMZ",2013-08-31,57,851.01,143,2134.99
"19207","AMZ",2013-09-07,57,854.43,188,2818.12
"19207","AMZ",2013-09-14,63,944.37,291,4362.09
"19207","AMZ",2013-09-21,60,899.4,23,344.77
"19207","AMZ",2013-09-28,64,914.56,116,1657.64
"19207","AMZ",2013-10-05,57,820.8,188,2707.2
"19207","AMZ",2013-10-12,44,655.6,178,2652.2
"19207","AMZ",2013-10-19,77,1010.24,177,2322.24
"19207","AMZ",2013-10-26,75,1079.25,250,3597.5
"19207","AMZ",2013-11-02,99,1161.27,221,2592.33
"19207","AMZ",2013-11-09,176,1997.6,815,9250.25
"19207","AMZ",2013-11-16,229,2608.31,1038,11822.82
"19207","AMZ",2013-11-23,302,3687.42,1335,16300.35
"19207","AMZ",2013-11-30,507,6342.57,949,11871.99
"19207","AMZ",2013-12-07,1039,11927.72,2155,24739.4
"19207","AMZ",2013-12-14,1150,12891.5,1564,17532.44
"19207","AMZ",2013-12-21,1271,14400.43,4947,56049.51
"19207","AMZ",2013-12-28,216,2436.48,477,5380.56
"19207","BBY",2012-10-20,11,164.89,31,464.69
"19207","BBY",2012-10-27,32,479.68,145,2173.55
"19207","BBY",2012-11-03,60,899.4,236,3537.64
"19207","BBY",2012-11-10,80,1199.2,263,3942.37
"19207","BBY",2012-11-17,111,1663.89,432,6475.68
"19207","BBY",2012-11-24,221,3312.79,536,8034.64
"19207","BBY",2012-12-01,189,2833.11,515,7719.85
"19207","BBY",2012-12-08,206,3087.94,648,9713.52
"19207","BBY",2012-12-15,306,4586.94,774,11602.26
"19207","BBY",2012-12-22,620,9293.8,1731,25947.69
"19207","BBY",2012-12-29,340,5096.6,326,4886.74
"19207","BBY",2013-01-05,130,1948.7,282,4227.18
"19207","BBY",2013-01-12,81,1214.19,158,2368.42
"19207","BBY",2013-01-19,71,1064.29,194,2908.06
"19207","BBY",2013-01-26,99,1484.01,197,2953.03
"19207","BBY",2013-02-02,96,1439.04,362,5426.38
"19207","BBY",2013-02-09,100,1499,522,7824.78
"19207","BBY",2013-02-16,138,2068.62,192,2878.08
"19207","BBY",2013-02-23,135,2023.65,548,8214.52
"19207","BBY",2013-03-02,143,2143.57,201,3012.99
"19207","BBY",2013-03-09,124,1858.76,585,8769.15
"19207","BBY",2013-03-16,125,1873.75,315,4721.85
"19207","BBY",2013-03-23,121,1813.79,265,3972.35
"19207","BBY",2013-03-30,113,1693.87,546,8184.54
"19207","BBY",2013-04-06,81,1214.19,232,3477.68
"19207","BBY",2013-04-13,77,1154.23,173,2593.27
"19207","BBY",2013-04-20,65,974.35,217,3252.83
"19207","BBY",2013-04-27,75,1124.25,245,3672.55
"19207","BBY",2013-05-04,64,959.36,127,1903.73
"19207","BBY",2013-05-11,57,854.43,186,2788.14
"19207","BBY",2013-05-18,55,824.45,297,4452.03
"19207","BBY",2013-05-25,65,974.35,221,3312.79
"19207","BBY",2013-06-01,62,929.38,82,1229.18
"19207","BBY",2013-06-08,46,689.54,137,2053.63
"19207","BBY",2013-06-15,40,599.6,168,2518.32
"19207","BBY",2013-06-22,77,1154.23,145,2173.55
"19207","BBY",2013-06-29,59,884.41,189,2833.11
"19207","BBY",2013-07-06,88,1319.12,152,2278.48
"19207","BBY",2013-07-13,66,989.34,124,1858.76
"19207","BBY",2013-07-20,76,1139.24,137,2053.63
"19207","BBY",2013-07-27,83,1244.17,276,4137.24
"19207","BBY",2013-08-03,77,1154.23,232,3477.68
"19207","BBY",2013-08-10,66,989.34,207,3102.93
"19207","BBY",2013-08-17,37,554.63,105,1573.95
"19207","BBY",2013-08-24,40,599.6,142,2128.58
"19207","BBY",2013-08-31,24,359.76,91,1364.09
"19207","BBY",2013-09-07,34,509.66,140,2098.6
"19207","BBY",2013-09-14,25,374.75,74,1109.26
"19207","BBY",2013-09-21,19,284.81,20,299.8
"19207","BBY",2013-09-28,24,359.76,69,1034.31
"19207","BBY",2013-10-05,13,194.87,41,614.59
"19207","BBY",2013-10-12,13,194.87,27,404.73
"19207","BBY",2013-10-19,15,224.85,37,554.63
"19207","BBY",2013-10-26,9,134.91,15,224.85
"19207","BBY",2013-11-02,10,149.9,51,764.49
"19207","BBY",2013-11-09,7,104.93,8,119.92
"19207","BBY",2013-11-16,10,149.9,21,314.79
"19207","BBY",2013-11-23,9,134.91,23,344.77
"19207","BBY",2013-11-30,14,209.86,47,704.53
"19207","BBY",2013-12-07,7,104.93,31,464.69
"19207","BBY",2013-12-14,11,164.89,33,494.67
"19207","BBY",2013-12-21,8,119.92,22,329.78
"19207","BBY",2013-12-28,5,74.95,19,284.81
"19207","KMT",2013-01-19,-1,-5,-3,-15
"19207","KMT",2013-02-09,1,8,2,16
"19207","LF",2012-06-30,2,27.73,4,55.46
"19207","LF",2012-07-07,11,151.39,44,605.56
"19207","LF",2012-07-14,2,29.98,7,104.93
"19207","LF",2012-07-21,2,29.98,6,89.94
"19207","LF",2012-07-28,5,74.95,19,284.81
"19207","LF",2012-08-04,1,14.99,2,29.98
"19207","LF",2012-08-11,1,14.99,4,59.96
"19207","LF",2012-08-18,3,44.97,10,149.9
"19207","LF",2012-08-25,2,29.98,4,59.96
"19207","LF",2012-09-01,4,50.96,9,114.66
"19207","LF",2012-09-08,6,78.69,15,196.725
"19207","LF",2012-09-15,2,29.98,5,74.95
"19207","LF",2012-09-22,3,44.97,2,29.98
"19207","LF",2012-09-29,1,14.99,2,29.98
"19207","LF",2012-10-06,10,149.9,23,344.77
"19207","LF",2012-10-13,2,29.98,5,74.95
"19207","LF",2012-10-20,4,59.96,11,164.89
"19207","LF",2012-10-27,4,56.43,14,197.505
"19207","LF",2012-11-03,4,58.11,11,159.8025
"19207","LF",2012-11-10,12,179.88,28,419.72
"19207","LF",2012-11-17,19,284.81,60,899.4
"19207","LF",2012-11-24,42,603.56,178,2557.94476190476
"19207","LF",2012-12-01,66,980.34,250,3713.40909090909
"19207","LF",2012-12-08,31,456.44,138,2031.89419354839
"19207","LF",2012-12-15,38,549.37,128,1850.50947368421
"19207","LF",2012-12-22,16,230.09,48,690.27
"19207","LF",2012-12-29,1,14.99,5,74.95
"19207","LF",2013-01-05,1,14.99,2,29.98
"19207","LF",2013-01-26,1,13.88,3,41.64
"19207","LF",2013-02-09,3,38.97,11,142.89
"19207","LF",2013-02-16,8,98.17,26,319.0525
"19207","LF",2013-03-02,1,14.99,3,44.97
"19207","LF",2013-03-09,1,14.99,5,74.95
"19207","LF",2013-03-23,3,44.97,12,179.88
"19207","LF",2013-03-30,1,14.99,1,14.99
"19207","LF",2013-04-06,3,36.72,12,146.88
"19207","LF",2013-04-13,2,27.73,2,27.73
"19207","LF",2013-04-20,2,29.98,1,14.99
"19207","LF",2013-05-11,1,14.99,2,29.98
"19207","LF",2013-05-18,1,12.74,1,12.74
"19207","LF",2013-05-25,5,72.7,6,87.24
"19207","LF",2013-06-08,2,29.98,7,104.93
"19207","LF",2013-06-15,3,44.97,6,89.94
"19207","LF",2013-07-06,1,14.99,4,59.96
"19207","LF",2013-07-13,1,14.99,3,44.97
"19207","LF",2013-07-20,1,14.99,3,44.97
"19207","LF",2013-08-03,1,14.99,4,59.96
"19207","LF",2013-08-10,1,14.99,2,29.98
"19207","LF",2013-08-17,5,74.95,17,254.83
"19207","LF",2013-08-31,1,14.99,3,44.97
"19207","LF",2013-09-07,1,14.99,3,44.97
"19207","LF",2013-09-14,5,72.7,17,247.18
"19207","LF",2013-09-21,2,29.98,4,59.96
"19207","LF",2013-09-28,2,29.98,6,89.94
"19207","LF",2013-10-12,2,27.73,10,138.65
"19207","LF",2013-10-19,5,74.95,11,164.89
"19207","LF",2013-10-26,2,27.73,3,41.595
"19207","LF",2013-11-09,5,74.95,12,179.88
"19207","LF",2013-11-16,6,89.94,23,344.77
"19207","LF",2013-11-23,11,164.89,39,584.61
"19207","LF",2013-11-30,31,368.9,132,1570.8
"19207","LF",2013-12-07,72,720,281,2810
"19207","LF",2013-12-14,79,794.99,401,4035.32898734177
"19207","LF",2013-12-21,17,224.83,51,674.49
"19207","NFPOS",2012-08-18,6,89.94,25,374.75
"19207","NFPOS",2012-08-25,21,314.79,97,1454.03
"19207","NFPOS",2012-09-01,28,419.72,106,1588.94
"19207","NFPOS",2012-09-08,48,719.52,117,1753.83
"19207","NFPOS",2012-09-15,72,1079.28,216,3237.84
"19207","NFPOS",2012-09-22,91,1364.09,395,5921.05
"19207","NFPOS",2012-09-29,71,1064.29,167,2503.33
"19207","NFPOS",2012-10-06,111,1663.89,270,4047.3
"19207","NFPOS",2012-10-13,99,1484.01,435,6520.65
"19207","NFPOS",2012-10-20,110,1635.3,112,1665.03272727273
"19207","NFPOS",2012-10-27,255,3822.45,920,13790.8
"19207","NFPOS",2012-11-03,119,1636.85,324,4456.63361344538
"19207","NFPOS",2012-11-10,161,2165.39,744,10006.5227329193
"19207","NFPOS",2012-11-17,198,2846.11,873,12548.7577272727
"19207","NFPOS",2012-11-24,308,4616.92,1135,17013.65
"19207","NFPOS",2012-12-01,219,2975.01,722,9808.02383561644
"19207","NFPOS",2012-12-08,364,4865,1678,22427.1153846154
"19207","NFPOS",2012-12-15,317,4283.53,845,11418.2424290221
"19207","NFPOS",2012-12-22,315,4524.63,1580,22694.9695238095
"19207","NFPOS",2012-12-29,94,1298.96,410,5665.67659574468
"19207","NFPOS",2013-01-05,34,505.06,69,1024.97470588235
"19207","NFPOS",2013-01-12,41,584.59,111,1582.67048780488
"19207","NFPOS",2013-01-19,53,794.47,146,2188.54
"19207","NFPOS",2013-01-26,38,569.62,89,1334.11
"19207","NFPOS",2013-02-02,46,689.54,97,1454.03
"19207","NFPOS",2013-02-09,82,1226.93,260,3890.26585365854
"19207","NFPOS",2013-02-16,137,1941.43,199,2820.03335766423
"19207","NFPOS",2013-02-23,100,1471.81,466,6858.6346
"19207","NFPOS",2013-03-02,107,1586.68,151,2239.14654205607
"19207","NFPOS",2013-03-09,100,1496.8,297,4445.496
"19207","NFPOS",2013-03-16,93,1376.96,259,3834.75956989247
"19207","NFPOS",2013-03-23,123,1808.91,374,5500.26292682927
"19207","NFPOS",2013-03-30,146,2075.02,398,5656.56136986301
"19207","NFPOS",2013-04-06,78,1167,117,1750.5
"19207","NFPOS",2013-04-13,83,1221.85,158,2325.9313253012
"19207","NFPOS",2013-04-20,80,1165.07,211,3072.872125
"19207","NFPOS",2013-04-27,79,1180.37,328,4900.77670886076
"19207","NFPOS",2013-05-04,71,1056.05,228,3391.25915492958
"19207","NFPOS",2013-05-11,76,1126.66,172,2549.80947368421
"19207","NFPOS",2013-05-18,70,1043.03,118,1758.25057142857
"19207","NFPOS",2013-05-25,90,1324.32,361,5311.99466666667
"19207","NFPOS",2013-06-01,67,1004.33,279,4182.21
"19207","NFPOS",2013-06-08,73,1086.92,83,1235.81315068493
"19207","NFPOS",2013-06-15,75,1124.25,262,3927.38
"19207","NFPOS",2013-06-22,51,764.49,127,1903.73
"19207","NFPOS",2013-06-29,74,1100.27,260,3865.81351351351
"19207","NFPOS",2013-07-06,87,1288.08,323,4782.18206896552
"19207","NFPOS",2013-07-13,91,1358.77,323,4822.88692307692
"19207","NFPOS",2013-07-20,59,873.1,238,3521.99661016949
"19207","NFPOS",2013-07-27,89,1193.01,161,2158.14168539326
"19207","NFPOS",2013-08-03,81,1212.03,126,1885.38
"19207","NFPOS",2013-08-10,83,1179.42,254,3609.30939759036
"19207","NFPOS",2013-08-17,106,1550.83,374,5471.79641509434
"19207","NFPOS",2013-08-24,91,1331.75,150,2195.19230769231
"19207","NFPOS",2013-08-31,103,1438.09,383,5347.46087378641
"19207","NFPOS",2013-09-07,101,1501.39,264,3924.42534653465
"19207","NFPOS",2013-09-14,152,1886.96,670,8317.52105263158
"19207","NFPOS",2013-09-21,125,1751.21,218,3054.11024
"19207","NFPOS",2013-09-28,85,1238.87,161,2346.56552941176
"19207","NFPOS",2013-10-05,96,1425.32,53,786.895416666667
"19207","NFPOS",2013-10-12,107,1517.41,275,3899.88551401869
"19207","NFPOS",2013-10-19,83,1217.47,256,3755.08819277108
"19207","NFPOS",2013-10-26,86,1190.81,362,5012.47930232558
"19207","NFPOS",2013-11-02,92,1327.58,252,3636.4147826087
"19207","NFPOS",2013-11-09,118,1684.86,467,6668.04762711864
"19207","NFPOS",2013-11-16,131,1857.5,115,1630.62977099237
"19207","NFPOS",2013-11-23,120,1744.55,328,4768.43666666667
"19207","NFPOS",2013-11-30,253,3425.18,886,11994.8991304348
"19207","NFPOS",2013-12-07,378,5176.76,1029,14092.2911111111
"19207","NFPOS",2013-12-14,418,5566.66,1193,15887.6205263158
"19207","NFPOS",2013-12-21,567,7831.96,1648,22763.7920282187
"19207","NFPOS",2013-12-28,352,4434.54,801,10091.098125
"19207","TGT",2012-07-14,1,14.99,4,59.96
"19207","TGT",2012-07-28,4,59.96,10,149.9
"19207","TGT",2012-08-04,3,44.97,7,104.93
"19207","TGT",2012-08-11,2,29.98,6,89.94
"19207","TGT",2012-08-18,1,14.99,5,74.95
"19207","TGT",2012-08-25,2,29.98,1,14.99
"19207","TGT",2012-09-01,2,29.98,5,74.95
"19207","TGT",2012-09-08,1,14.99,3,44.97
"19207","TGT",2012-09-15,1,14.99,4,59.96
"19207","TGT",2012-09-22,2,31.97,6,95.91
"19207","TGT",2012-09-29,3,44.97,6,89.94
"19207","TGT",2012-10-06,2,29.98,8,119.92
"19207","TGT",2012-10-13,4,53.45,10,133.625
"19207","TGT",2012-10-20,21,286.18,103,1403.64476190476
"19207","TGT",2012-10-27,22,294.49,90,1204.73181818182
"19207","TGT",2012-11-03,5,67.14,18,241.704
"19207","TGT",2012-11-10,15,212.26,69,976.396
"19207","TGT",2012-11-17,17,246.33,42,608.58
"19207","TGT",2012-11-24,57,825.89,275,3984.55701754386
"19207","TGT",2012-12-01,139,2006.62,359,5182.56532374101
"19207","TGT",2012-12-08,72,1014.56,261,3677.78
"19207","TGT",2012-12-15,-1,-9.51,-2,-19.02
"19207","TGT",2012-12-22,3,51,11,187
"19207","TGT",2012-12-29,-2,-41.01,-9,-184.545
"19207","TGT",2013-01-05,7,52.91,16,120.937142857143
"19207","TGT",2013-01-12,5,24.9,16,79.68
"19207","TGT",2013-01-19,13,116.85,55,494.365384615385
"19207","TGT",2013-01-26,5,34.92,12,83.808
"19207","TGT",2013-02-02,11,112.93,32,328.523636363636
"19207","TGT",2013-02-09,6,64.92,22,238.04
"19207","TGT",2013-02-16,10,130.92,37,484.404
"19207","TGT",2013-02-23,8,90.96,18,204.66
"19207","TGT",2013-03-02,6,90.95,12,181.9
"19207","TGT",2013-03-09,10,140.04,36,504.144
"19207","TGT",2013-03-16,10,133.51,36,480.636
"19207","TGT",2013-03-23,17,249.84,54,793.609411764706
"19207","TGT",2013-03-30,13,189.86,60,876.276923076923
"19207","TGT",2013-04-06,7,104.93,15,224.85
"19207","TGT",2013-04-13,5,63.96,9,115.128
"19207","TGT",2013-04-20,2,29.08,4,58.16
"19207","TGT",2013-04-27,6,85.45,19,270.591666666667
"19207","TGT",2013-05-04,4,56.76,7,99.33
"19207","TGT",2013-05-11,7,86.14,15,184.585714285714
"19207","TGT",2013-05-18,2,28.38,7,99.33
"19207","TGT",2013-06-01,4,38.38,14,134.33
"19207","TGT",2013-06-08,6,79.36,23,304.213333333333
"19207","TGT",2013-06-15,7,94.14,25,336.214285714286
"19207","TGT",2013-06-22,2,24.57,6,73.71
"19207","TGT",2013-06-29,6,80.95,19,256.341666666667
"19207","TGT",2013-07-06,6,84.54,16,225.44
"19207","TGT",2013-07-13,5,70.45,18,253.62
"19207","TGT",2013-07-20,7,93.54,5,66.8142857142857
"19207","TGT",2013-07-27,5,70.63,16,226.016
"19207","TGT",2013-08-03,3,44.07,6,88.14
"19207","TGT",2013-08-10,3,44.96,9,134.88
"19207","TGT",2013-08-17,3,33.08,5,55.1333333333333
"19207","TGT",2013-08-24,3,44.16,8,117.76
"19207","TGT",2013-08-31,1,14.99,2,29.98
"19207","TGT",2013-09-07,3,44.96,4,59.9466666666667
"19207","TGT",2013-09-14,1,14.99,3,44.97
"19207","TGT",2013-09-21,4,59.96,16,239.84
"19207","TGT",2013-09-28,4,48.97,12,146.91
"19207","TGT",2013-10-05,2,30.97,6,92.91
"19207","TGT",2013-10-12,4,63.94,19,303.715
"19207","TGT",2013-10-26,8,103.94,24,311.82
"19207","TGT",2013-11-02,8,98.32,39,479.31
"19207","TGT",2013-11-09,17,192.24,50,565.411764705882
"19207","TGT",2013-11-16,39,442.82,124,1407.94051282051
"19207","TGT",2013-11-23,36,408.65,162,1838.925
"19207","TGT",2013-11-30,19,147.8,36,280.042105263158
"19207","TGT",2013-12-07,49,390.53,209,1665.73
"19207","TGT",2013-12-14,15,172.02,46,527.528
"19207","TGT",2013-12-21,135,1530.9,426,4830.84
"19207","TGT",2013-12-28,7,62.44,31,276.52
"19207","TRU",2012-07-14,4,60,11,165
"19207","TRU",2012-07-21,55,816.2,81,1202.04
"19207","TRU",2012-07-28,323,4838.54,634,9497.32
"19207","TRU",2012-08-04,433,6520.98,1746,26294.76
"19207","TRU",2012-08-11,449,6761.94,990,14909.4
"19207","TRU",2012-08-18,472,7061.12,1098,16426.08
"19207","TRU",2012-08-25,667,7497.08,1701,19119.24
"19207","TRU",2012-09-01,478,7165.22,1280,19187.2
"19207","TRU",2012-09-08,449,6699.08,784,11697.28
"19207","TRU",2012-09-15,437,6594.33,1049,15829.41
"19207","TRU",2012-09-22,551,7212.59,2194,28719.46
"19207","TRU",2012-09-29,386,5747.54,714,10631.46
"19207","TRU",2012-10-06,427,6379.38,1612,24083.28
"19207","TRU",2012-10-13,374,5550.16,1877,27854.68
"19207","TRU",2012-10-20,439,6501.59,1053,15594.93
"19207","TRU",2012-10-27,511,7639.45,1444,21587.8
"19207","TRU",2012-11-03,589,8740.76,1659,24619.56
"19207","TRU",2012-11-10,803,11707.74,2484,36216.72
"19207","TRU",2012-11-17,1027,15117.44,3158,46485.76
"19207","TRU",2012-11-24,1559,22745.81,4930,71928.7
"19207","TRU",2012-12-01,2595,32645.1,9120,114729.6
"19207","TRU",2012-12-08,2196,31512.6,6095,87463.25
"19207","TRU",2012-12-15,2862,41556.24,3313,48104.76
"19207","TRU",2012-12-22,4467,63431.4,22024,312740.8
"19207","TRU",2012-12-29,1159,17593.62,985,14952.3
